species,year,region,total_catch,total_effort,total_fleet,harvest,landed,wholesale,total_rec.catch,total_rec.effort,active.farms,abundance,genlength,release,temperature,variance,sd,licenses
Coho,1999,Skeena,356.7580569,419,NA,0.008184401,0.008184401,0.474695281,NA,NA,NA,350611,3,565152,4.866282963,7.040747312,2.653440656,1010
Coho,1999,VIMI,112,5922,NA,0.002569397,0.002569397,0.149025006,NA,NA,NA,NA,3,11004299,4.866282963,7.040747312,2.653440656,1213
Coho,2000,CC,3399.599484,2107,NA,0.03438454,0.03438454,3.060224073,NA,NA,NA,236890,3,1090696,5.610359267,7.581388151,2.753432068,970
Coho,2000,Fraser,483,7696,NA,0.004885203,0.004885203,0.434783048,NA,NA,NA,23513,3,5215327,5.610359267,7.581388151,2.753432068,965
Coho,2000,HG,3406.695789,1185,NA,0.034456314,0.034456314,3.066611967,NA,NA,NA,220065,3,977567,5.610359267,7.581388151,2.753432068,970
Coho,2000,Nass,788.6004038,12173,NA,0.007976134,0.007976134,0.709875958,NA,NA,NA,106137,3,85,5.610359267,7.581388151,2.753432068,970
Coho,2000,Skeena,1560.104324,8707,NA,0.01577935,0.01577935,1.40436214,NA,NA,NA,209973,3,496137,5.610359267,7.581388151,2.753432068,970
Coho,2000,VIMI,249,9085,NA,0.002518459,0.002518459,0.224142814,NA,NA,NA,NA,3,12855388,5.610359267,7.581388151,2.753432068,1249
Coho,2001,CC,2281.694034,4740,NA,0.019686747,0.019686747,0.984337375,NA,NA,NA,515146,3,998670,5.487532328,6.544018117,2.558127854,966
Coho,2001,Fraser,55,6592,NA,0.000474547,0.000474547,0.023727351,NA,NA,NA,62979,3,5359916,5.487532328,6.544018117,2.558127854,968
Coho,2001,HG,841.0499884,1130,NA,0.007256687,0.007256687,0.362834335,NA,NA,NA,268359,3,670969,5.487532328,6.544018117,2.558127854,966
Coho,2001,Nass,8276.391869,11822,NA,0.071409766,0.071409766,3.570488296,NA,NA,NA,194760,3,120,5.487532328,6.544018117,2.558127854,966
Coho,2001,Skeena,61.86410819,9873,NA,0.000533771,0.000533771,0.026688571,NA,NA,NA,456529,3,295358,5.487532328,6.544018117,2.558127854,966
Coho,2001,VIMI,74,8044,NA,0.000638481,0.000638481,0.031924072,NA,NA,NA,NA,3,12145785,5.487532328,6.544018117,2.558127854,1251
Coho,2002,CC,55232.1477,6373,NA,0.217203123,0.47784687,3.51869059,NA,NA,NA,617733,3,892125,5.689460673,6.971882552,2.640432266,972
Coho,2002,Fraser,238,9889,NA,0.000935947,0.002059083,0.015162336,NA,NA,NA,57570,3,5442359,5.689460673,6.971882552,2.640432266,961
Coho,2002,HG,14701.12277,4295,NA,0.057812885,0.127188346,0.936568729,NA,NA,NA,162522,3,739876,5.689460673,6.971882552,2.640432266,972
Coho,2002,Nass,26147.064,13285,NA,0.102824608,0.226214138,1.665758655,NA,NA,NA,292323,3,355,5.689460673,6.971882552,2.640432266,972
Coho,2002,Skeena,29736.66552,8630,NA,0.116940892,0.257269962,1.894442449,NA,NA,NA,369536,3,451045,5.689460673,6.971882552,2.640432266,972
Coho,2002,VIMI,1089,12611,NA,0.004282546,0.009421601,0.069377242,NA,NA,NA,NA,3,11281409,5.689460673,6.971882552,2.640432266,1247
Coho,2003,CC,86383.75328,7651,NA,0.280946758,0.877958619,4.986804957,NA,NA,NA,387418,3,878797,6.320263224,6.296083641,2.509199801,977
Coho,2003,Fraser,281,9607,NA,0.000913899,0.002855935,0.01622171,NA,NA,NA,22500,3,5123567,6.320263224,6.296083641,2.509199801,955
Coho,2003,HG,29960.94048,4598,NA,0.097442271,0.304507097,1.729600311,NA,NA,NA,123612,3,539750,6.320263224,6.296083641,2.509199801,977
Coho,2003,Nass,54055.60816,13072,NA,0.175805603,0.549392511,3.120549461,NA,NA,NA,140901,3,188,6.320263224,6.296083641,2.509199801,977
Coho,2003,Skeena,68689.69808,7570,NA,0.223400203,0.698125634,3.965353598,NA,NA,NA,356496,3,214773,6.320263224,6.296083641,2.509199801,977
Coho,2003,VIMI,6608,12615,NA,0.021491266,0.067160205,0.381469963,NA,NA,NA,NA,3,11353848,6.320263224,6.296083641,2.509199801,1242
Coho,2004,CC,193169.7375,9411,NA,0.657121878,2.135646102,10.5687102,NA,NA,3,473811,3,567424,6.295697976,7.614399994,2.759420228,987
Coho,2004,Fraser,120,8961,NA,0.000408214,0.001326696,0.006565445,NA,NA,0,42025,3,4022731,6.295697976,7.614399994,2.759420228,942
Coho,2004,HG,15804.85238,4604,NA,0.053764707,0.174735297,0.864715699,NA,NA,0,66240,3,462738,6.295697976,7.614399994,2.759420228,987
Coho,2004,Nass,70667.17682,12371,NA,0.240394528,0.781282217,3.866345328,NA,NA,0,98998,3,160,6.295697976,7.614399994,2.759420228,987
Coho,2004,Skeena,69937.23325,6885,NA,0.237911417,0.773212106,3.826408628,NA,NA,0,261921,3,161908,6.295697976,7.614399994,2.759420228,987
Coho,2004,VIMI,3057,11086,NA,0.010399256,0.033797582,0.167254703,NA,NA,84,NA,3,8787029,6.295697976,7.614399994,2.759420228,1232
Coho,2005,CC,199808.9605,9261,947,0.529134703,1.68361042,11.54475716,NA,NA,2,652665,3,483690,6.86878503,9.187925778,3.031159148,999
Coho,2005,Fraser,2173,7799,1274,0.005754545,0.018309917,0.125553715,NA,NA,0,14503,3,4298978,6.86878503,9.187925778,3.031159148,927
Coho,2005,HG,48270.50221,5247,276,0.127830092,0.406732112,2.789020196,NA,NA,0,171841,3,603658,6.86878503,9.187925778,3.031159148,999
Coho,2005,Nass,81090.27797,8816,832,0.214743523,0.683274847,4.685313237,NA,NA,0,159860,3,70,6.86878503,9.187925778,3.031159148,999
Coho,2005,Skeena,80118.25933,4363,315,0.212169421,0.67508452,4.629150996,NA,NA,0,507526,3,168227,6.86878503,9.187925778,3.031159148,999
Coho,2005,VIMI,3915,10046,1620,0.010367715,0.032988184,0.226204692,NA,NA,83,NA,3,9458471,6.86878503,9.187925778,3.031159148,1221
Coho,2006,CC,48896.36762,6545,592,0.196719889,0.786879554,7.081915986,NA,NA,4,349725,3,623245,5.663032033,7.898150992,2.810364921,1056
Coho,2006,Fraser,2648,13302,1921,0.010653435,0.042613739,0.383523653,NA,NA,0,9940,3,3505895,5.663032033,7.898150992,2.810364921,833
Coho,2006,HG,56108.58012,5473,340,0.225736065,0.902944261,8.126498345,NA,NA,0,249884,3,114512,5.663032033,7.898150992,2.810364921,1056
Coho,2006,Nass,10846.58111,14945,1244,0.04363797,0.17455188,1.570966922,NA,NA,0,101693,3,230,5.663032033,7.898150992,2.810364921,1056
Coho,2006,Skeena,28448.47115,11331,787,0.114453902,0.457815608,4.120340476,NA,NA,0,297599,3,99911,5.663032033,7.898150992,2.810364921,1056
Coho,2006,VIMI,2187,15501,2276,0.008798739,0.035194958,0.316754618,NA,NA,89,NA,3,6288362,5.663032033,7.898150992,2.810364921,1164
Coho,2007,CC,101578.1705,5445,633,0.294827925,0.958190756,7.33384463,NA,NA,4,298043,3,538966,5.206310806,7.141912105,2.672435613,1050
Coho,2007,Fraser,1440,6032,966,0.004179562,0.013583575,0.103966593,NA,NA,0,60220,3,3046212,5.206310806,7.141912105,2.672435613,815
Coho,2007,HG,45232.53422,3829,267,0.131286222,0.42668022,3.26574476,NA,NA,0,197953,3,447650,5.206310806,7.141912105,2.672435613,1050
Coho,2007,Nass,73844.19292,9162,1129,0.214330796,0.696575087,5.331478553,NA,NA,0,141930,3,212,5.206310806,7.141912105,2.672435613,1050
Coho,2007,Skeena,48716.10231,6047,709,0.141397185,0.45954085,3.517254971,NA,NA,0,226502,3,129337,5.206310806,7.141912105,2.672435613,1050
Coho,2007,VIMI,4816,7676,1300,0.013978311,0.045429512,0.347710493,NA,NA,84,NA,3,6389793,5.206310806,7.141912105,2.672435613,1170
Coho,2008,CC,28584.41576,3620,328,0.139713898,0.663641017,7.43976509,NA,NA,6,227889,3,589820,4.724268708,6.596167933,2.568300593,1050
Coho,2008,Fraser,321,5675,964,0.001568972,0.007452619,0.083547784,NA,NA,0,17339,3,3333700,4.724268708,6.596167933,2.568300593,815
Coho,2008,HG,27604.80962,4009,259,0.134925814,0.640897617,7.184799599,NA,NA,0,128820,3,88614,4.724268708,6.596167933,2.568300593,1050
Coho,2008,Nass,7529.699165,7516,850,0.036803398,0.17481614,1.959780933,NA,NA,0,115478,3,125,4.724268708,6.596167933,2.568300593,1050
Coho,2008,Skeena,12823.07546,6607,580,0.062676176,0.297711834,3.337506352,NA,NA,0,196659,3,57399,4.724268708,6.596167933,2.568300593,1050
Coho,2008,VIMI,4974,6371,1201,0.024311742,0.115480773,1.294600242,NA,NA,86,NA,3,5985677,4.724268708,6.596167933,2.568300593,1170
Coho,2009,CC,90096.76312,5468,548,0.30120734,1.129527526,8.998569292,NA,NA,5,1097245,3,575214,5.572014289,9.347464282,3.057362308,1050
Coho,2009,Fraser,25,5438,1037,8.36E-05,0.000313421,0.002496918,NA,NA,0,23197,3,3502452,5.572014289,9.347464282,3.057362308,815
Coho,2009,HG,66860.75374,4794,283,0.223525786,0.838221698,6.677832861,NA,NA,0,411987,3,14590,5.572014289,9.347464282,3.057362308,1050
Coho,2009,Nass,48926.6657,6908,779,0.163569371,0.61338514,4.886634949,NA,NA,0,311688,3,275,5.572014289,9.347464282,3.057362308,1050
Coho,2009,Skeena,32476.81744,4103,355,0.108574997,0.407156239,3.243678041,NA,NA,0,480368,3,100858,5.572014289,9.347464282,3.057362308,1050
Coho,2009,VIMI,909,6006,1234,0.003038927,0.011395976,0.09078794,NA,NA,85,NA,3,7787451,5.572014289,9.347464282,3.057362308,1170
Coho,2010,CC,41030.88826,3273,298,0.175118671,0.758847573,5.983221247,NA,NA,6,441956,3,1011607,5.235384795,7.340853828,2.709401009,1045
Coho,2010,Fraser,1063,12332,1275,0.004536854,0.0196597,0.155009176,NA,NA,0,40729,3,3744020,5.235384795,7.340853828,2.709401009,813
Coho,2010,HG,37842.33248,4429,307,0.161510005,0.699876687,5.518258495,NA,NA,0,199664,3,677510,5.235384795,7.340853828,2.709401009,1045
Coho,2010,Nass,28184.19385,5415,766,0.120289342,0.521253816,4.109885859,NA,NA,0,148263,3,220,5.235384795,7.340853828,2.709401009,1045
Coho,2010,Skeena,31699.58542,3593,455,0.135292934,0.586269381,4.622508579,NA,NA,0,344485,3,117670,5.235384795,7.340853828,2.709401009,1045
Coho,2010,VIMI,762,13577,1458,0.003252194,0.014092843,0.111116644,NA,NA,82,NA,3,8242358,5.235384795,7.340853828,2.709401009,1175
Coho,2011,CC,181728.9352,4449,575,0.670448346,2.737664081,13.6883204,NA,NA,6,658098,3,353773,5.577702162,7.126543414,2.669558655,1030
Coho,2011,Fraser,800,9467,1255,0.002951421,0.012051638,0.060258188,NA,NA,0,28419,3,4174869,5.577702162,7.126543414,2.669558655,815
Coho,2011,HG,71451.72801,3082,230,0.263605203,1.076387913,5.381939564,NA,NA,0,184186,3,122901,5.577702162,7.126543414,2.669558655,1030
Coho,2011,Nass,31636.69716,5648,821,0.116716533,0.47659251,2.382962552,NA,NA,0,98007,3,290,5.577702162,7.126543414,2.669558655,1030
Coho,2011,Skeena,38664.63962,4476,536,0.142644558,0.58246528,2.912326399,NA,NA,0,150366,3,120518,5.577702162,7.126543414,2.669558655,1030
Coho,2011,VIMI,985,12159,1613,0.003633938,0.014838579,0.074192894,NA,NA,84,NA,3,6506541,5.577702162,7.126543414,2.669558655,1190
Coho,2012,CC,75058.63961,4947,592,0.309423756,1.272075443,8.079398083,21880.60129,31812.41588,6,446346,3,765308,4.800310422,8.14641303,2.854192185,1012
Coho,2012,Fraser,2111,3843,894,0.008702443,0.035776711,0.227230462,171254.8637,530538.8392,0,57560,3,3597887,4.800310422,8.14641303,2.854192185,788
Coho,2012,HG,67704.11813,4858,322,0.279105279,1.147432814,7.287748954,23834.02397,26141.18631,0,143184,3,97430,4.800310422,8.14641303,2.854192185,1012
Coho,2012,Nass,36856.96588,6897,895,0.151940148,0.624642832,3.967326094,30519.39009,30704.33728,0,114963,3,265,4.800310422,8.14641303,2.854192185,1012
Coho,2012,Skeena,36327.27638,5012,568,0.149756542,0.615665784,3.910309709,19088.07189,20043.75486,0,217459,3,118318,4.800310422,8.14641303,2.854192185,1012
Coho,2012,VIMI,260,5977,1256,0.001071831,0.004406416,0.027986698,360961.7992,1052115.365,73,NA,3,5748627,4.800310422,8.14641303,2.854192185,1166
Coho,2013,CC,132960.4685,5841,654,0.526342183,2.427022289,8.041338908,33839.04968,47984.83445,5,454801,3,587131,5.560729398,8.190734773,2.861945977,982
Coho,2013,Fraser,8765,3803,890,0.03469745,0.159993798,0.530099934,170074.8834,764572.0267,0,58645,3,3256668,5.560729398,8.190734773,2.861945977,753
Coho,2013,HG,58851.346,3589,241,0.232971095,1.074255604,3.559280617,18521.74264,34682.25854,0,65315,3,48733,5.560729398,8.190734773,2.861945977,982
Coho,2013,Nass,169959.9766,7040,633,0.672809792,3.102400706,10.27903848,43623.5543,41250.53709,0,354230,3,310,5.560729398,8.190734773,2.861945977,982
Coho,2013,Skeena,83057.20891,3343,276,0.328793311,1.516102489,5.023231138,34029.13807,34212.04014,0,414451,3,127820,5.560729398,8.190734773,2.861945977,982
Coho,2013,VIMI,1108,4378,1120,0.004386169,0.020225114,0.067010921,413164.7894,1465902.643,67,NA,3,4764568,5.560729398,8.190734773,2.861945977,1130
Coho,2014,CC,57042.66462,3872,388,0.20321898,0.745136262,5.215953832,51687.45358,65823.82158,6,460994,3,663626,6.690331317,7.994708374,2.827491534,966
Coho,2014,Fraser,36852,17215,1430,0.131288149,0.481389881,3.369729165,150096.9964,712373.0348,0,19601,3,2942094,6.690331317,7.994708374,2.827491534,756
Coho,2014,HG,41743.80569,4752,278,0.148715592,0.545290504,3.817033525,42632.1737,63380.11293,0,75308,3,70611,6.690331317,7.994708374,2.827491534,966
Coho,2014,Nass,64942.85589,8663,880,0.231364033,0.848334789,5.938343524,38879.89438,44519.31553,0,231710,3,310,6.690331317,7.994708374,2.827491534,966
Coho,2014,Skeena,51437.67381,6060,556,0.18325076,0.671919452,4.703436166,25494.41161,31974.49264,0,425764,3,165677,6.690331317,7.994708374,2.827491534,966
Coho,2014,VIMI,607,19503,1643,0.002162485,0.007929113,0.055503788,345421.5435,1448202.397,71,NA,3,4879453,6.690331317,7.994708374,2.827491534,1135
Coho,2015,CC,103834.5661,5583,717,0.329019605,1.571982559,8.335163334,43177.95029,55422.60993,6,313022,3,404131,6.790738342,9.734593232,3.120030967,972
Coho,2015,Fraser,6872,4663,1067,0.021775241,0.104037264,0.551639445,77004.43024,537284.4888,0,12849,3,2939118,6.790738342,9.734593232,3.120030967,753
Coho,2015,HG,75386.15262,3016,226,0.238875387,1.141293517,6.05150981,41286.95515,75567.28942,0,317102,3,65890,6.790738342,9.734593232,3.120030967,972
Coho,2015,Nass,44125.71713,6219,663,0.139820742,0.668032432,3.542125454,33282.70514,42947.10111,0,55954,3,315,6.790738342,9.734593232,3.120030967,972
Coho,2015,Skeena,53474.56418,3298,354,0.169444345,0.809567424,4.292590064,26652.51864,33430.82483,0,158828,3,155670,6.790738342,9.734593232,3.120030967,972
Coho,2015,VIMI,336,6684,1424,0.00106468,0.005086805,0.026971894,191205.8088,1107758.892,73,NA,3,3823209,6.790738342,9.734593232,3.120030967,1132
Coho,2016,CC,61134.19133,6367,810,0.236648788,1.206908818,6.768155334,28599.37076,60334.64672,6,369742,3,713862,7.296033557,7.888418443,2.808632842,976
Coho,2016,Fraser,609,6415,1188,0.002357422,0.012022854,0.067422281,65559.43695,465313.7334,0,65609,3,2135752,7.296033557,7.888418443,2.808632842,750
Coho,2016,HG,66632.52865,4500,246,0.257932702,1.315456779,7.376875271,45386.62032,78899.83437,0,248030,3,105538,7.296033557,7.888418443,2.808632842,976
Coho,2016,Nass,66112.10579,6456,760,0.255918159,1.305182611,7.319259349,42919.62915,42840.85291,0,183233,3,NA,7.296033557,7.888418443,2.808632842,976
Coho,2016,Skeena,63037.17424,4935,483,0.244015183,1.244477433,6.97883423,32123.05865,30426.35462,0,344065,3,66843,7.296033557,7.888418443,2.808632842,976
Coho,2016,VIMI,808,8842,1611,0.003127746,0.015951504,0.089453535,154557.7334,973283.1808,71,NA,3,3226821,7.296033557,7.888418443,2.808632842,1133
Coho,2017,CC,108798.62,5730,539,0.388771465,1.990139641,7.469966,41926.14684,46005.96324,5,391304,3,615665,6.186898823,6.85709924,2.618606355,974
Coho,2017,Fraser,700,6158,1115,0.002501319,0.01280437,0.048061053,71292.7562,521863.1593,0,24794,3,2076196,6.186898823,6.85709924,2.618606355,749
Coho,2017,HG,85998.90044,4679,241,0.307300943,1.573088158,5.904568111,43009.03319,73199.41637,0,183709,3,61389,6.186898823,6.85709924,2.618606355,974
Coho,2017,Nass,79800.05327,5587,471,0.285150525,1.459699115,5.478963654,46012.88258,51384.79524,0,190134,3,140,6.186898823,6.85709924,2.618606355,974
Coho,2017,Skeena,76533.42625,3849,177,0.273477846,1.399946115,5.254681463,29378.71652,35036.85456,0,288808,3,84232,6.186898823,6.85709924,2.618606355,974
Coho,2017,VIMI,783,7306,1409,0.002797904,0.014322602,0.05375972,158789.8807,1070395.128,73,NA,3,3275003,6.186898823,6.85709924,2.618606355,1134
Coho,2018,CC,84113.0493,4981,461,0.341765261,1.768866151,12.59451173,31134.60415,45642.12236,3,186558,3,535655,6.486794176,5.563682741,2.35874601,967
Coho,2018,Fraser,816,11043,1448,0.003315543,0.017160177,0.122182249,77717.7705,476860.444,0,33980,3,2388228,6.486794176,5.563682741,2.35874601,746
Coho,2018,HG,52886.37244,3977,235,0.214886097,1.112180748,7.918843077,37287.44649,67708.39985,0,110538,3,121439,6.486794176,5.563682741,2.35874601,967
Coho,2018,Nass,40255.57826,4563,492,0.163565087,0.846559842,6.027594491,18281.55896,45001.144,0,72548,3,290,6.486794176,5.563682741,2.35874601,967
Coho,2018,Skeena,0,4043,319,0,0,0,11588.39965,31398.5128,0,NA,3,113398,6.486794176,5.563682741,2.35874601,967
Coho,2018,VIMI,4053,12025,1723,0.016468011,0.085233083,0.606868452,189791.0668,980301.4659,74,NA,3,3224352,6.486794176,5.563682741,2.35874601,1131
Coho,2019,CC,66482.64091,3545,433,0.229869511,1.444894066,8.859097961,31404.17442,45366.37357,5,184871,3,485327,7.241381418,5.848779372,2.418424977,964
Coho,2019,Fraser,0,626,114,0,0,0,37029.64767,383396.8107,0,43984,3,2584980,7.241381418,5.848779372,2.418424977,730
Coho,2019,HG,58239.64401,3471,249,0.201368632,1.265745688,7.760683156,36879.21161,65408.2822,0,97146,3,54856,7.241381418,5.848779372,2.418424977,964
Coho,2019,Nass,54563.71508,3250,339,0.188658788,1.185855241,7.27084981,23626.39833,38452.11518,0,144129,3,145,7.241381418,5.848779372,2.418424977,964
Coho,2019,Skeena,0,2573,164,0,0,0,16552.34972,27500.69307,0,NA,3,87352,7.241381418,5.848779372,2.418424977,964
Coho,2019,VIMI,2922,1436,354,0.010103069,0.063505005,0.389369073,112206.933,824233.6037,76,NA,3,3430433,7.241381418,5.848779372,2.418424977,1103
Coho,2020,CC,45245.27397,2547,348,0.196975507,0.954573611,12.02055658,6813.368664,13689.83554,4,242526,3,802197,6.640011302,7.637432493,2.763590508,951
Coho,2020,Fraser,202,2380,619,0.000879408,0.004261746,0.053666432,39571.32209,344533.9175,0,72813,3,2519892,6.640011302,7.637432493,2.763590508,713
Coho,2020,HG,25339.90074,2760,232,0.110317374,0.534614965,6.732188447,3450.858587,12153.82291,0,78180,3,139709,6.640011302,7.637432493,2.763590508,951
Coho,2020,Nass,18795.82529,2073,268,0.081827711,0.396549678,4.993588536,21667.29797,27954.83418,0,96237,3,296,6.640011302,7.637432493,2.763590508,951
Coho,2020,Skeena,0,2051,253,0,0,0,16721.97866,19385.60654,0,NA,3,91425,6.640011302,7.637432493,2.763590508,951
Coho,2020,VIMI,0,2912,826,0,0,0,87796.44467,721329.764,71,NA,3,3474695,6.640011302,7.637432493,2.763590508,1088
Coho,2021,CC,34619.99409,1851,150,0.174353779,0.866640844,10.17918388,13422.99812,19085.75701,4,390430,3,604682,6.079160826,6.367231167,2.523337307,950
Coho,2021,Fraser,99,829,88,0.000498585,0.002478263,0.02910859,32414.17151,327290.3968,0,87639,3,2305803,6.079160826,6.367231167,2.523337307,709
Coho,2021,HG,16707.67579,2746,208,0.084143469,0.41824254,4.912493733,21752.88742,35270.7036,0,13755,3,179566,6.079160826,6.367231167,2.523337307,950
Coho,2021,Nass,16032.33012,1761,124,0.080742283,0.40133664,4.713924442,39853.58474,37308.12259,0,180806,3,250,6.079160826,6.367231167,2.523337307,950
Coho,2021,Skeena,0,1689,101,0,0,0,27958.59278,26405.74905,0,NA,NA,NA,NA,NA,NA,950
Coho,2021,VIMI,52,1789,331,0.000261883,0.001301714,0.01528936,85472.1934,713474.7433,68,NA,3,3114140,6.079160826,6.367231167,2.523337307,1083
Coho,2022,CC,0,1817,126,0,0,0,24248.80568,36092.98958,4,NA,NA,NA,NA,NA,NA,946
Coho,2022,Fraser,117,1011,278,0.00056519,0.003304936,0.022997066,49347.27379,332952.3864,0,72806,3,2387481,6.1157838,7.227019886,2.688311717,706
Coho,2022,HG,14019,2333,173,0.067721353,0.395999116,2.75552021,34523.27301,50526.75442,0,NA,NA,NA,NA,NA,NA,946
Coho,2022,Nass,88889,3692,275,0.429394632,2.510875626,17.47167672,30257.59965,36190.69123,0,291434,3,433,6.1157838,7.227019886,2.688311717,946
Coho,2022,Skeena,0,3660,261,0,0,0,22578.14961,26826.25002,0,NA,NA,NA,NA,NA,NA,946
Coho,2022,VIMI,66,2352,434,0.000318825,0.001864323,0.012972704,137967.3549,733699.1496,56,NA,NA,NA,NA,NA,NA,1079
Coho,2023,CC,0,1686,121,0,0,0,19527.4475,29201.96862,NA,NA,NA,NA,NA,NA,NA,836
Coho,2023,Fraser,0,441,94,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,635
Coho,2023,HG,15358,2288,166,0.281061438,1.44502855,14.12831009,43094.31324,48543.23331,NA,NA,NA,NA,NA,NA,NA,836
Coho,2023,Nass,12909,3769,366,0.236243137,1.214603044,11.87539751,12452.12942,9964.138856,NA,NA,NA,NA,NA,NA,NA,836
Coho,2023,Skeena,0,3458,318,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,836
Coho,2023,VIMI,38,1536,237,0.000695425,0.003575406,0.034957402,110362.9638,425421.7781,NA,NA,NA,NA,NA,NA,NA,986
Pink,1996,CC,1365654.072,11676,NA,NA,NA,NA,NA,NA,NA,6475287,2,NA,6.090548464,6.530000216,2.55538651,NA
Pink,1996,Fraser,0,1686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pink,1996,HG,739862.307,6457,NA,NA,NA,NA,NA,NA,NA,5586414,2,NA,6.090548464,6.530000216,2.55538651,NA
Pink,1996,Nass,2272523.115,29528,NA,NA,NA,NA,NA,NA,NA,2797784,2,NA,6.090548464,6.530000216,2.55538651,NA
Pink,1996,Skeena,1253333.505,24258,NA,NA,NA,NA,NA,NA,NA,4153779,2,NA,6.090548464,6.530000216,2.55538651,NA
Pink,1996,VIMI,78049,16545,NA,NA,NA,NA,NA,NA,NA,2603412,2,11692402,6.090548464,6.530000216,2.55538651,NA
Pink,1997,CC,817462.9968,12559,NA,1.53337933,0.82953308,5.655907365,NA,NA,NA,3464435,2,NA,6.215470205,8.945723926,2.990940308,NA
Pink,1997,Fraser,3457480.086,10193,NA,6.485466032,3.508530804,23.92180094,NA,NA,NA,2842108,2,NA,6.215470205,8.945723926,2.990940308,NA
Pink,1997,HG,417801.2583,11392,NA,0.783702524,0.423970218,2.89070603,NA,NA,NA,6227,2,NA,6.215470205,8.945723926,2.990940308,NA
Pink,1997,Nass,751955.9266,22870,NA,1.410502591,0.763058779,5.202673491,NA,NA,NA,409907,2,NA,6.215470205,8.945723926,2.990940308,NA
Pink,1997,Skeena,380450.8183,19877,NA,0.71364138,0.386068287,2.632283777,NA,NA,NA,889028,2,800,6.215470205,8.945723926,2.990940308,NA
Pink,1997,VIMI,678815.9139,14137,NA,1.273308144,0.688838832,4.6966284,NA,NA,NA,546255,2,11276147,6.215470205,8.945723926,2.990940308,NA
Pink,1998,CC,1109904.314,5096,NA,1.792809268,1.287145115,26.98407795,NA,NA,NA,3003891,2,NA,5.793741131,8.179312301,2.859949702,1250
Pink,1998,Fraser,0,5577,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1312
Pink,1998,HG,721258.6776,6193,NA,1.165036685,0.836436594,17.53529574,NA,NA,NA,2314072,2,NA,5.793741131,8.179312301,2.859949702,1250
Pink,1998,Nass,480917.5118,3897,NA,0.776817751,0.557715308,11.69210307,NA,NA,NA,522623,2,NA,5.793741131,8.179312301,2.859949702,1250
Pink,1998,Skeena,10028.49701,1956,NA,0.016198858,0.011629949,0.243813581,NA,NA,NA,735218,2,NA,5.793741131,8.179312301,2.859949702,1250
Pink,1998,VIMI,92329,8929,NA,0.149137439,0.107073033,2.244709659,NA,NA,NA,2293370,2,13243754,5.793741131,8.179312301,2.859949702,1631
Pink,1999,CC,227049.3599,3466,NA,0.356951304,0.214170782,1.998927301,NA,NA,NA,3433506,2,NA,4.866282963,7.040747312,2.653440656,1010
Pink,1999,Fraser,2640.957722,2023,NA,0.004151931,0.002491159,0.023250814,NA,NA,NA,3444982,2,NA,4.866282963,7.040747312,2.653440656,963
Pink,1999,HG,46.75957973,2111,NA,7.35E-05,4.41E-05,0.000411668,NA,NA,NA,6396,2,NA,4.866282963,7.040747312,2.653440656,1010
Pink,1999,Nass,5576960.219,7298,NA,8.767711226,5.260626735,49.09918286,NA,NA,NA,839345,2,NA,4.866282963,7.040747312,2.653440656,1010
Pink,1999,Skeena,234862.6617,419,NA,0.369234837,0.221540902,2.067715085,NA,NA,NA,2169448,2,NA,4.866282963,7.040747312,2.653440656,1010
Pink,1999,VIMI,1194.042278,5922,NA,0.001877191,0.001126314,0.010512268,NA,NA,NA,1429726,2,13745271,4.866282963,7.040747312,2.653440656,1213
Pink,2000,CC,1690050.033,2107,NA,2.679812276,1.773960239,13.77649973,NA,NA,NA,6859373,2,NA,5.610359267,7.581388151,2.753432068,970
Pink,2000,Fraser,0,7696,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,965
Pink,2000,HG,528534.037,1185,NA,0.83806513,0.554775509,4.308362994,NA,NA,NA,1673067,2,NA,5.610359267,7.581388151,2.753432068,970
Pink,2000,Nass,660044.9595,12173,NA,1.046594214,0.692815888,5.380378705,NA,NA,NA,1094709,2,NA,5.610359267,7.581388151,2.753432068,970
Pink,2000,Skeena,194757.9709,8707,NA,0.308816184,0.204427615,1.587576156,NA,NA,NA,1362139,2,NA,5.610359267,7.581388151,2.753432068,970
Pink,2000,VIMI,1404298,9085,NA,2.226712196,1.47402075,11.44718242,NA,NA,NA,5579538,2,13912927,5.610359267,7.581388151,2.753432068,1249
Pink,2001,CC,3023185.756,4740,NA,4.966734633,1.95935403,19.73023941,NA,NA,NA,9926731,2,NA,5.487532328,6.544018117,2.558127854,966
Pink,2001,Fraser,983264.3279,6592,NA,1.615386346,0.637262503,6.417085209,NA,NA,NA,19813620,2,NA,5.487532328,6.544018117,2.558127854,968
Pink,2001,HG,428.8913536,1130,NA,0.000704617,0.000277968,0.002799077,NA,NA,NA,13846,2,NA,5.487532328,6.544018117,2.558127854,966
Pink,2001,Nass,1665812.414,11822,NA,2.736731672,1.079628091,10.8716038,NA,NA,NA,1471653,2,NA,5.487532328,6.544018117,2.558127854,966
